t_t_e_1s,t_t_e_2s,t_t_e_1m,t_t_e_2m,t_t_e_3m,t_t_e_6m,t_t_e_9m,t_t_e_12m,date,t_t_p_1s,t_t_p_2s,t_t_p_1m,t_t_p_2m,t_t_p_3m,t_t_p_6m,t_t_p_9m,t_t_p_12m,bid eur,ask eur,bid usd,ask usd,t_e_e_1s,t_e_e_1m,t_e_e_2m,t_e_e_3m,t_e_e_6m,t_e_e_12m,t_e_p_1s,t_e_p_1m,t_e_p_2m,t_e_p_3m,t_e_p_6m,t_e_p_12m,t_u_e_1s,t_u_e_1m,t_u_e_2m,t_u_e_3m,t_u_e_6m,t_u_e_12m,t_u_p_1s,t_u_p_1m,t_u_p_2m,t_u_p_3m,t_u_p_6m,t_u_p_12m
8.879884725386711,9.059884725386713,9.289884725386711,9.569884725386713,9.809884725386713,9.999884725386712,10.219884725386713,10.529884725386712,2019-07-23,7.879884725386711,8.059884725386713,8.289884725386711,8.569884725386713,8.809884725386713,8.999884725386712,9.219884725386713,9.529884725386712,3.2148,3.2448,2.8824,2.8954,-0.45829,-0.43228999999999995,-0.42543000000000003,-0.40714,-0.42,-0.33843,-1.4582899999999999,-1.43229,-1.42543,-1.40714,-1.42,-1.33843,2.37413,2.266,2.286,2.2755,2.1848799999999997,2.19125,1.37413,1.266,1.286,1.2755,1.1848799999999997,1.1912500000000001
8.522205138189198,8.7022051381892,8.932205138189198,9.2122051381892,9.4522051381892,9.6422051381892,9.8622051381892,10.172205138189199,2019-07-22,7.522205138189198,7.7022051381892,7.9322051381891985,8.2122051381892,8.4522051381892,8.6422051381892,8.8622051381892,9.172205138189199,3.2255,3.2555,2.8773,2.8903,-0.44256999999999996,-0.434,-0.42313999999999996,-0.40243,-0.42613999999999996,-0.33986,-1.44257,-1.434,-1.42314,-1.40243,-1.42614,-1.33986,2.37425,2.26913,2.29363,2.28275,2.18075,2.18838,1.37425,1.26913,1.2936299999999998,1.28275,1.1807500000000002,1.18838
8.258268865114772,8.438268865114775,8.668268865114772,8.948268865114773,9.188268865114775,9.378268865114773,9.598268865114775,9.908268865114774,2019-07-19,7.258268865114772,7.438268865114775,7.668268865114772,7.948268865114773,8.188268865114775,8.378268865114773,8.598268865114775,8.908268865114774,3.2247,3.2547,2.8735,2.8865,-0.44343,-0.44614,-0.43057,-0.41428999999999994,-0.42613999999999996,-0.34014,-1.44343,-1.44614,-1.43057,-1.4142899999999998,-1.42614,-1.3401399999999999,2.36938,2.26113,2.25975,2.2593799999999997,2.14425,2.15775,1.36938,1.26113,1.25975,1.2593799999999997,1.14425,1.15775
9.594412536470688,9.77441253647069,10.004412536470689,10.28441253647069,10.52441253647069,10.71441253647069,10.93441253647069,11.244412536470689,2019-07-18,8.594412536470688,8.77441253647069,9.004412536470689,9.28441253647069,9.52441253647069,9.71441253647069,9.93441253647069,10.244412536470689,3.2268,3.2568,2.8613,2.8743,-0.444,-0.43943000000000004,-0.42513999999999996,-0.40614,-0.41713999999999996,-0.32814,-1.444,-1.43943,-1.4251399999999999,-1.40614,-1.4171399999999998,-1.3281399999999999,2.377,2.2715,2.27988,2.27763,2.17425,2.19213,1.3769999999999998,1.2715,1.27988,1.2776299999999998,1.1742499999999998,1.1921300000000001
9.725280212165696,9.905280212165698,10.135280212165696,10.415280212165698,10.655280212165698,10.845280212165697,11.065280212165698,11.375280212165697,2019-07-17,8.725280212165696,8.905280212165698,9.135280212165696,9.415280212165698,9.655280212165698,9.845280212165697,10.065280212165698,10.375280212165697,3.2265,3.2565,2.8746,2.8876,-0.44428999999999996,-0.435,-0.41457,-0.40114,-0.41586000000000006,-0.32957,-1.44429,-1.435,-1.4145699999999999,-1.40114,-1.4158600000000001,-1.32957,2.37013,2.29788,2.2953799999999998,2.3025,2.19875,2.217,1.37013,1.2978800000000001,1.2953799999999998,1.3025000000000002,1.19875,1.217
8.016181876117637,8.196181876117638,8.426181876117637,8.706181876117638,8.946181876117638,9.136181876117638,9.356181876117638,9.666181876117637,2019-07-16,7.016181876117637,7.196181876117638,7.426181876117637,7.706181876117638,7.946181876117638,8.136181876117638,8.356181876117638,8.666181876117637,3.2407,3.2707,2.8906,2.9036,-0.44328999999999996,-0.43571000000000004,-0.41513999999999995,-0.40543,-0.41313999999999995,-0.32643,-1.44329,-1.43571,-1.41514,-1.40543,-1.4131399999999998,-1.32643,2.37925,2.30038,2.30188,2.29963,2.207,2.21088,1.3792499999999999,1.30038,1.3018800000000001,1.29963,1.2069999999999999,1.21088
8.906524179655177,9.086524179655179,9.316524179655177,9.596524179655178,9.836524179655179,10.026524179655178,10.246524179655179,10.556524179655177,2019-07-15,7.906524179655177,8.086524179655179,8.316524179655177,8.596524179655178,8.836524179655179,9.026524179655178,9.246524179655179,9.556524179655177,3.2289999999999996,3.259,2.8683,2.8813,-0.44356999999999996,-0.43413999999999997,-0.413,-0.401,-0.40029000000000003,-0.32186,-1.44357,-1.43414,-1.413,-1.401,-1.40029,-1.32186,2.37475,2.31413,2.30838,2.30325,2.21713,2.2105,1.3747500000000001,1.31413,1.30838,1.3032499999999998,1.21713,1.2105000000000001
10.248374087515774,10.428374087515776,10.658374087515774,10.938374087515776,11.178374087515776,11.368374087515775,11.588374087515776,11.898374087515775,2019-07-11,9.248374087515774,9.428374087515776,9.658374087515774,9.938374087515776,10.178374087515776,10.368374087515775,10.588374087515776,10.898374087515775,3.1322,3.1622,2.8346,2.8476,-0.544,-0.50457,-0.45614,-0.43671000000000004,-0.39057,-0.28957,-1.544,-1.50457,-1.45614,-1.4367100000000002,-1.3905699999999999,-1.2895699999999999,1.61375,1.758,1.84675,1.9013799999999998,1.9226299999999998,1.983,0.61375,0.758,0.8467499999999999,0.9013799999999998,0.9226299999999998,0.9830000000000001
8.918624264812678,9.09862426481268,9.328624264812678,9.60862426481268,9.84862426481268,10.038624264812679,10.25862426481268,10.568624264812678,2019-07-10,7.918624264812678,8.09862426481268,8.328624264812678,8.60862426481268,8.84862426481268,9.038624264812679,9.25862426481268,9.568624264812678,3.1358,3.1658,2.8582,2.8712,-0.55286,-0.51686,-0.45929,-0.442,-0.42786,-0.37,-1.55286,-1.5168599999999999,-1.45929,-1.442,-1.42786,-1.37,1.88313,1.94025,2.0021299999999997,2.012,1.96038,1.86775,0.88313,0.94025,1.0021299999999997,1.012,0.96038,0.86775
10.06235623872415,10.24235623872415,10.47235623872415,10.75235623872415,10.99235623872415,11.18235623872415,11.40235623872415,11.71235623872415,2019-07-08,9.06235623872415,9.24235623872415,9.47235623872415,9.75235623872415,9.99235623872415,10.18235623872415,10.40235623872415,10.71235623872415,3.2092,3.2392,2.8656,2.8786,-0.45614,-0.42971000000000004,-0.43071000000000004,-0.42,-0.42928999999999995,-0.36885999999999997,-1.45614,-1.42971,-1.43071,-1.42,-1.42929,-1.36886,2.1515,2.21125,2.224,2.1845,2.04763,1.977,1.1515,1.2112500000000002,1.2240000000000002,1.1844999999999999,1.0476299999999998,0.9770000000000001
8.078287040297374,8.258287040297375,8.488287040297374,8.768287040297375,9.008287040297375,9.198287040297375,9.418287040297376,9.728287040297374,2019-07-06,7.078287040297374,7.258287040297375,7.488287040297374,7.768287040297375,8.008287040297375,8.198287040297375,8.418287040297376,8.728287040297374,3.3563,3.3863,2.9616,2.9745999999999997,-0.45657,-0.42128999999999994,-0.38571,-0.36685999999999996,-0.32543,-0.22557,-1.45657,-1.42129,-1.38571,-1.36686,-1.3254299999999999,-1.22557,2.3763799999999997,2.41213,2.43013,2.45063,2.37175,2.34613,1.3763799999999997,1.4121299999999999,1.4301300000000001,1.4506299999999999,1.37175,1.34613
9.13072886188251,9.310728861882511,9.54072886188251,9.820728861882511,10.060728861882511,10.25072886188251,10.470728861882511,10.78072886188251,2019-07-05,8.13072886188251,8.310728861882511,8.54072886188251,8.820728861882511,9.060728861882511,9.25072886188251,9.470728861882511,9.78072886188251,3.3567,3.3867,2.9995,3.0124999999999997,-0.43986000000000003,-0.416,-0.38486,-0.353,-0.30329,-0.20870999999999998,-1.43986,-1.416,-1.38486,-1.353,-1.30329,-1.20871,2.4043799999999997,2.46275,2.51475,2.562,2.59438,2.72138,1.4043799999999997,1.4627500000000002,1.5147499999999998,1.5619999999999998,1.5943800000000001,1.72138
10.380638092485599,10.5606380924856,10.7906380924856,11.0706380924856,11.3106380924856,11.5006380924856,11.7206380924856,12.0306380924856,2019-07-03,9.380638092485599,9.5606380924856,9.7906380924856,10.0706380924856,10.3106380924856,10.5006380924856,10.7206380924856,11.0306380924856,3.4104,3.4404,3.0467,3.0597,-0.44456999999999997,-0.41271,-0.371,-0.33186,-0.296,-0.16785999999999998,-1.44457,-1.4127100000000001,-1.371,-1.33186,-1.296,-1.16786,2.41025,2.49275,2.5615,2.6006299999999998,2.68275,2.87613,1.41025,1.49275,1.5615,1.6006299999999998,1.68275,1.8761299999999999
7.244584089986649,7.42458408998665,7.654584089986649,7.93458408998665,8.17458408998665,8.36458408998665,8.58458408998665,8.89458408998665,2019-07-02,6.244584089986649,6.42458408998665,6.654584089986649,6.93458408998665,7.17458408998665,7.36458408998665,7.584584089986651,7.894584089986649,3.4578,3.4878,3.0474,3.0604,-0.44371000000000005,-0.41886,-0.36129,-0.33157,-0.29557,-0.16771,-1.44371,-1.41886,-1.36129,-1.33157,-1.29557,-1.16771,2.40975,2.51688,2.61013,2.697,2.765,2.94825,1.4097499999999998,1.51688,1.6101299999999998,1.697,1.7650000000000001,1.9482499999999998
8.784282853074465,8.964282853074467,9.194282853074466,9.474282853074467,9.714282853074467,9.904282853074466,10.124282853074467,10.434282853074466,2019-07-01,7.784282853074465,7.964282853074467,8.194282853074466,8.474282853074467,8.714282853074467,8.904282853074466,9.124282853074467,9.434282853074466,3.4457,3.4757,3.0027,3.0157,-0.44343,-0.41728999999999994,-0.37585999999999997,-0.34143,-0.30029,-0.17770999999999998,-1.44343,-1.41729,-1.3758599999999999,-1.34143,-1.30029,-1.17771,2.4051299999999998,2.51113,2.63388,2.79681,2.84875,2.99475,1.4051299999999998,1.51113,1.63388,1.7968099999999998,1.84875,1.9947499999999998
8.75442370122803,8.934423701228031,9.16442370122803,9.44442370122803,9.684423701228031,9.87442370122803,10.094423701228031,10.40442370122803,2019-06-28,7.7544237012280295,7.934423701228031,8.16442370122803,8.44442370122803,8.684423701228031,8.87442370122803,9.094423701228031,9.40442370122803,3.2703,3.3003,2.8763,2.8893,-0.44856999999999997,-0.42613999999999996,-0.40843,-0.39143,-0.38614,-0.303,-1.44857,-1.42614,-1.40843,-1.39143,-1.38614,-1.303,2.3723799999999997,2.398,2.33088,2.31988,2.2005,2.17813,1.3723799999999997,1.3980000000000001,1.33088,1.31988,1.2005,1.17813
9.464643554958489,9.64464355495849,9.874643554958489,10.15464355495849,10.39464355495849,10.58464355495849,10.80464355495849,11.114643554958489,2019-06-27,8.464643554958489,8.64464355495849,8.874643554958489,9.15464355495849,9.39464355495849,9.58464355495849,9.80464355495849,10.114643554958489,3.2703,3.3003,2.8763,2.8893,-0.44643,-0.421,-0.40186,-0.38186,-0.38029,-0.29943000000000003,-1.4464299999999999,-1.421,-1.40186,-1.38186,-1.38029,-1.29943,2.37188,2.40238,2.34088,2.31888,2.21338,2.18463,1.37188,1.40238,1.3408799999999998,1.31888,1.21338,1.1846299999999998
8.188053250419351,8.368053250419353,8.598053250419351,8.878053250419352,9.118053250419353,9.308053250419352,9.528053250419353,9.838053250419351,2019-06-26,7.188053250419351,7.3680532504193526,7.598053250419351,7.878053250419352,8.118053250419353,8.308053250419352,8.528053250419353,8.838053250419351,3.2702,3.3002,2.8777,2.8907,-0.44743,-0.42143,-0.40729,-0.38571,-0.37329,-0.28714,-1.44743,-1.42143,-1.40729,-1.38571,-1.37329,-1.28714,2.38538,2.40238,2.34538,2.3298799999999997,2.19975,2.18325,1.38538,1.40238,1.34538,1.3298799999999997,1.1997499999999999,1.1832500000000001
8.65520304189897,8.835203041898971,9.06520304189897,9.345203041898971,9.585203041898971,9.77520304189897,9.995203041898971,10.30520304189897,2019-06-25,7.65520304189897,7.835203041898971,8.06520304189897,8.345203041898971,8.585203041898971,8.77520304189897,8.995203041898971,9.30520304189897,3.2487,3.2787,2.8582,2.8712,-0.44143000000000004,-0.42028999999999994,-0.40643,-0.37971,-0.38114000000000003,-0.28529,-1.44143,-1.42029,-1.40643,-1.37971,-1.38114,-1.28529,2.37175,2.40413,2.34125,2.31125,2.18275,2.14738,1.37175,1.4041299999999999,1.34125,1.3112499999999998,1.18275,1.14738
8.293604898301803,8.473604898301804,8.703604898301803,8.983604898301804,9.223604898301804,9.413604898301804,9.633604898301805,9.943604898301803,2019-06-24,7.293604898301803,7.473604898301804,7.703604898301803,7.983604898301804,8.223604898301804,8.413604898301804,8.633604898301805,8.943604898301803,3.303,3.333,2.8979,2.9109,-0.44271000000000005,-0.422,-0.40214,-0.37871,-0.375,-0.285,-1.44271,-1.422,-1.40214,-1.3787099999999999,-1.375,-1.285,2.376,2.40175,2.3495,2.33288,2.20988,2.17875,1.376,1.4017499999999998,1.3495,1.3328799999999998,1.20988,1.17875
7.185686153091365,7.365686153091366,7.595686153091365,7.875686153091366,8.115686153091367,8.305686153091365,8.525686153091367,8.835686153091366,2019-06-21,6.185686153091365,6.365686153091366,6.595686153091365,6.875686153091366,7.115686153091367,7.305686153091365,7.5256861530913675,7.835686153091366,3.3322,3.3622,2.9312,2.9442,-0.45071000000000006,-0.42357,-0.40914,-0.37771,-0.378,-0.281,-1.45071,-1.42357,-1.40914,-1.37771,-1.3780000000000001,-1.2810000000000001,2.36875,2.4043799999999997,2.37663,2.34925,2.2201299999999997,2.20213,1.36875,1.4043799999999997,1.37663,1.34925,1.2201299999999997,1.20213
9.936841467268124,10.116841467268125,10.346841467268124,10.626841467268125,10.866841467268125,11.056841467268125,11.276841467268126,11.586841467268124,2019-06-20,8.936841467268124,9.116841467268125,9.346841467268124,9.626841467268125,9.866841467268125,10.056841467268125,10.276841467268126,10.586841467268124,3.3227,3.3527,2.9423,2.9553,-0.44271000000000005,-0.42386,-0.408,-0.37614000000000003,-0.376,-0.28514,-1.44271,-1.42386,-1.408,-1.37614,-1.376,-1.28514,2.3818799999999998,2.4036299999999997,2.381,2.34313,2.21675,2.1615,1.3818799999999998,1.4036299999999997,1.3809999999999998,1.34313,1.2167500000000002,1.1615000000000002
7.611575039864294,7.791575039864296,8.021575039864295,8.301575039864296,8.541575039864295,8.731575039864296,8.951575039864295,9.261575039864294,2019-06-19,6.611575039864294,6.791575039864296,7.021575039864295,7.3015750398642965,7.541575039864295,7.731575039864296,7.951575039864295,8.261575039864294,3.3334,3.3634,2.9693,2.9823,-0.44456999999999997,-0.41971,-0.40586,-0.37543000000000004,-0.37343000000000004,-0.28386,-1.44457,-1.41971,-1.40586,-1.3754300000000002,-1.37343,-1.28386,2.35675,2.38338,2.39538,2.38613,2.3,2.29775,1.35675,1.3833799999999998,1.3953799999999998,1.38613,1.2999999999999998,1.2977500000000002
9.08650140620387,9.266501406203872,9.49650140620387,9.776501406203872,10.016501406203872,10.206501406203872,10.426501406203872,10.736501406203871,2019-06-18,8.08650140620387,8.266501406203872,8.49650140620387,8.776501406203872,9.016501406203872,9.206501406203872,9.426501406203872,9.736501406203871,3.3289,3.3589,2.9741,2.9871,-0.44371000000000005,-0.42113999999999996,-0.40629,-0.37314,-0.37071,-0.28014,-1.44371,-1.4211399999999998,-1.40629,-1.37314,-1.3707099999999999,-1.28014,2.3595,2.38288,2.39838,2.38663,2.298,2.26438,1.3595000000000002,1.38288,1.39838,1.3866299999999998,1.298,1.26438
8.818832765245105,8.998832765245107,9.228832765245105,9.508832765245106,9.748832765245107,9.938832765245106,10.158832765245107,10.468832765245105,2019-06-17,7.818832765245105,7.998832765245107,8.228832765245105,8.508832765245106,8.748832765245107,8.938832765245106,9.158832765245107,9.468832765245105,3.3324,3.3624,2.9705,2.9835,-0.45271000000000006,-0.421,-0.39471,-0.36014,-0.338,-0.25471,-1.4527100000000002,-1.421,-1.39471,-1.36014,-1.338,-1.25471,2.3595,2.39025,2.40638,2.4185,2.30875,2.28675,1.3595000000000002,1.39025,1.40638,1.4184999999999999,1.3087499999999999,1.28675
8.409441435730932,8.589441435730933,8.819441435730932,9.099441435730933,9.339441435730933,9.529441435730932,9.749441435730933,10.059441435730932,2019-06-14,7.4094414357309315,7.589441435730933,7.819441435730932,8.099441435730933,8.339441435730933,8.529441435730932,8.749441435730933,9.059441435730932,3.3291,3.3591,2.9701,2.9831,-0.45257,-0.42257,-0.39486,-0.35886,-0.34114,-0.25486,-1.45257,-1.42257,-1.39486,-1.35886,-1.34114,-1.2548599999999999,2.37,2.38175,2.39438,2.402,2.27738,2.2465,1.37,1.3817499999999998,1.39438,1.4020000000000001,1.27738,1.2465000000000002
6.990195074530074,7.170195074530075,7.400195074530074,7.680195074530075,7.920195074530075,8.110195074530074,8.330195074530074,8.640195074530073,2019-06-13,5.990195074530074,6.170195074530075,6.400195074530074,6.680195074530075,6.920195074530075,7.110195074530074,7.330195074530074,7.640195074530073,3.3373,3.3673,2.9594,2.9724,-0.44514,-0.42213999999999996,-0.38529,-0.35886,-0.33086,-0.241,-1.4451399999999999,-1.42214,-1.38529,-1.35886,-1.33086,-1.241,2.36463,2.39425,2.40238,2.41025,2.31838,2.30563,1.36463,1.39425,1.40238,1.41025,1.3183799999999999,1.3056299999999998
8.54713474402907,8.72713474402907,8.95713474402907,9.23713474402907,9.47713474402907,9.66713474402907,9.88713474402907,10.19713474402907,2019-06-11,7.547134744029069,7.727134744029071,7.957134744029069,8.23713474402907,8.47713474402907,8.66713474402907,8.88713474402907,9.19713474402907,3.1334,3.1634,2.8317,2.8447,-0.544,-0.50471,-0.45857,-0.446,-0.397,-0.296,-1.544,-1.50471,-1.45857,-1.446,-1.397,-1.296,1.61338,1.755,1.84525,1.90425,1.92388,1.9766299999999999,0.61338,0.7549999999999999,0.8452500000000001,0.90425,0.92388,0.9766299999999999
9.679269393630214,9.859269393630216,10.089269393630214,10.369269393630216,10.609269393630216,10.799269393630215,11.019269393630216,11.329269393630215,2019-06-09,8.679269393630214,8.859269393630216,9.089269393630214,9.369269393630216,9.609269393630216,9.799269393630215,10.019269393630216,10.329269393630215,3.1404,3.1704,2.8474,2.8604,-0.46,-0.50671,-0.494,-0.48228999999999994,-0.45743,-0.38571,-1.46,-1.50671,-1.494,-1.4822899999999999,-1.45743,-1.38571,2.1315,2.049,2.1445,2.13413,2.0341299999999998,1.949,1.1315,1.049,1.1444999999999999,1.1341299999999999,1.0341299999999998,0.9490000000000001
7.862155509278012,8.042155509278015,8.272155509278013,8.552155509278014,8.792155509278015,8.982155509278014,9.202155509278015,9.512155509278013,2019-06-08,6.862155509278012,7.042155509278015,7.272155509278013,7.552155509278014,7.792155509278015,7.982155509278014,8.202155509278015,8.512155509278013,3.2089999999999996,3.239,2.8651,2.8781,-0.456,-0.42557,-0.43213999999999997,-0.416,-0.43086,-0.36571,-1.456,-1.42557,-1.43214,-1.416,-1.43086,-1.36571,2.15463,2.21275,2.223,2.187,2.05113,1.99413,1.15463,1.2127500000000002,1.2229999999999999,1.1869999999999998,1.0511300000000001,0.99413
9.206067433574395,9.386067433574397,9.616067433574395,9.896067433574396,10.136067433574397,10.326067433574396,10.546067433574397,10.856067433574395,2019-06-06,8.206067433574395,8.386067433574397,8.616067433574395,8.896067433574396,9.136067433574397,9.326067433574396,9.546067433574397,9.856067433574395,3.3704,3.4004,2.989,3.002,-0.45143,-0.42543000000000003,-0.38886,-0.37114,-0.33414,-0.241,-1.45143,-1.42543,-1.38886,-1.37114,-1.33414,-1.241,2.3785,2.4116299999999997,2.43838,2.453,2.3778799999999998,2.34763,1.3784999999999998,1.4116299999999997,1.43838,1.4529999999999998,1.3778799999999998,1.34763
8.397882934319943,8.577882934319945,8.807882934319943,9.087882934319945,9.327882934319945,9.517882934319944,9.737882934319945,10.047882934319944,2019-06-03,7.397882934319943,7.577882934319945,7.807882934319943,8.087882934319945,8.327882934319945,8.517882934319944,8.737882934319945,9.047882934319944,3.4316,3.4616,3.0349,3.0479,-0.44771000000000005,-0.41386000000000006,-0.37343000000000004,-0.332,-0.29929,-0.16514,-1.44771,-1.4138600000000001,-1.37343,-1.332,-1.29929,-1.16514,2.4123799999999997,2.49175,2.56188,2.5945,2.68813,2.88638,1.4123799999999997,1.4917500000000001,1.56188,1.5945,1.6881300000000001,1.88638
9.438667148414659,9.61866714841466,9.848667148414659,10.12866714841466,10.36866714841466,10.55866714841466,10.77866714841466,11.08866714841466,2019-06-02,8.438667148414659,8.61866714841466,8.848667148414659,9.12866714841466,9.36866714841466,9.55866714841466,9.77866714841466,10.08866714841466,3.4628,3.4928,3.0478,3.0608,-0.44356999999999996,-0.42243,-0.362,-0.332,-0.29914,-0.16871,-1.44357,-1.42243,-1.362,-1.332,-1.29914,-1.16871,2.4123799999999997,2.51263,2.60925,2.73763,2.77625,2.962,1.4123799999999997,1.5126300000000001,1.6092499999999998,1.7376299999999998,1.77625,1.9620000000000002
8.732958524124532,8.912958524124534,9.142958524124532,9.422958524124533,9.662958524124534,9.852958524124533,10.072958524124534,10.382958524124533,2019-05-31,7.732958524124532,7.912958524124534,8.142958524124532,8.422958524124533,8.662958524124534,8.852958524124533,9.072958524124534,9.382958524124533,3.3519,3.3819,2.9972,3.0101999999999998,-0.452,-0.41913999999999996,-0.37971,-0.34329,-0.32314,-0.22529000000000002,-1.452,-1.41914,-1.37971,-1.34329,-1.32314,-1.22529,2.38925,2.4305,2.474,2.5025,2.51663,2.51025,1.38925,1.4304999999999999,1.4740000000000002,1.5025,1.5166300000000001,1.51025
8.742240531026143,8.922240531026144,9.152240531026143,9.432240531026144,9.672240531026144,9.862240531026144,10.082240531026144,10.392240531026143,2019-05-30,7.742240531026143,7.922240531026144,8.152240531026143,8.432240531026144,8.672240531026144,8.862240531026144,9.082240531026144,9.392240531026143,3.3371,3.3671,2.9982,3.0112,-0.44714,-0.41743,-0.38129,-0.35229,-0.321,-0.22543000000000002,-1.44714,-1.41743,-1.38129,-1.35229,-1.321,-1.22543,2.398,2.44,2.48013,2.52025,2.54375,2.57813,1.3980000000000001,1.44,1.48013,1.5202499999999999,1.5437500000000002,1.5781299999999998
6.591306045033262,6.771306045033263,7.001306045033262,7.281306045033263,7.521306045033263,7.711306045033263,7.9313060450332635,8.241306045033262,2019-05-29,5.591306045033262,5.771306045033263,6.001306045033262,6.281306045033263,6.521306045033263,6.711306045033263,6.9313060450332635,7.241306045033262,3.3315,3.3615,2.993,3.006,-0.44571000000000005,-0.42257,-0.38286,-0.35129,-0.31743000000000005,-0.22357,-1.44571,-1.42257,-1.38286,-1.35129,-1.31743,-1.22357,2.38738,2.4385,2.48113,2.52175,2.52438,2.57075,1.3873799999999998,1.4385,1.4811299999999998,1.52175,1.5243799999999998,1.5707499999999999
9.420589979093783,9.600589979093785,9.830589979093784,10.110589979093785,10.350589979093785,10.540589979093784,10.760589979093785,11.070589979093784,2019-05-28,8.420589979093783,8.600589979093785,8.830589979093784,9.110589979093785,9.350589979093785,9.540589979093784,9.760589979093785,10.070589979093784,3.3428,3.3728,2.9952,3.0082,-0.44643,-0.42371000000000003,-0.383,-0.35057,-0.31871,-0.22171,-1.4464299999999999,-1.42371,-1.383,-1.35057,-1.31871,-1.22171,2.39088,2.42938,2.48263,2.52375,2.54125,2.5998799999999997,1.3908800000000001,1.42938,1.48263,1.5237500000000002,1.5412499999999998,1.5998799999999997
10.20072446839371,10.380724468393712,10.61072446839371,10.890724468393712,11.130724468393712,11.320724468393712,11.540724468393712,11.850724468393711,2019-05-24,9.20072446839371,9.380724468393712,9.61072446839371,9.890724468393712,10.130724468393712,10.320724468393712,10.540724468393712,10.850724468393711,3.3458,3.3758,2.9861,2.9991,-0.44856999999999997,-0.41757,-0.38271,-0.35929,-0.31714000000000003,-0.22214,-1.44857,-1.41757,-1.3827099999999999,-1.35929,-1.31714,-1.22214,2.3965,2.42813,2.48663,2.52488,2.5486299999999997,2.619,1.3965,1.42813,1.48663,1.52488,1.5486299999999997,1.6190000000000002
8.498668518354663,8.678668518354664,8.908668518354663,9.188668518354664,9.428668518354664,9.618668518354664,9.838668518354664,10.148668518354663,2019-05-23,7.498668518354663,7.678668518354664,7.908668518354663,8.188668518354664,8.428668518354664,8.618668518354664,8.838668518354664,9.148668518354663,3.345,3.375,2.9918,3.0048,-0.44828999999999997,-0.41757,-0.381,-0.359,-0.31443000000000004,-0.22114,-1.44829,-1.41757,-1.381,-1.359,-1.31443,-1.2211400000000001,2.39625,2.42975,2.496,2.52063,2.56013,2.64475,1.3962500000000002,1.4297499999999999,1.496,1.5206300000000001,1.56013,1.6447500000000002
7.928565568884757,8.108565568884758,8.338565568884757,8.618565568884758,8.858565568884758,9.048565568884758,9.268565568884759,9.578565568884757,2019-05-22,6.928565568884757,7.108565568884758,7.338565568884757,7.618565568884758,7.858565568884758,8.048565568884758,8.268565568884759,8.578565568884757,3.3429,3.3729,2.9975,3.0105,-0.44814,-0.41343,-0.37956999999999996,-0.359,-0.31429,-0.22014,-1.44814,-1.41343,-1.37957,-1.359,-1.31429,-1.22014,2.39425,2.437,2.49725,2.52475,2.57063,2.6656299999999997,1.39425,1.4369999999999998,1.4972500000000002,1.52475,1.57063,1.6656299999999997
7.453366229269314,7.633366229269315,7.863366229269314,8.143366229269315,8.383366229269315,8.573366229269315,8.793366229269315,9.103366229269314,2019-05-21,6.453366229269314,6.633366229269315,6.863366229269314,7.143366229269315,7.383366229269315,7.573366229269315,7.793366229269315,8.103366229269314,3.3403,3.3703,2.993,3.006,-0.45114,-0.41743,-0.38371,-0.35971,-0.31471,-0.22057,-1.45114,-1.41743,-1.38371,-1.35971,-1.31471,-1.22057,2.39513,2.42963,2.49325,2.5235,2.56325,2.6536299999999997,1.39513,1.42963,1.4932500000000002,1.5234999999999999,1.56325,1.6536299999999997
9.775402777687523,9.955402777687524,10.185402777687523,10.465402777687524,10.705402777687524,10.895402777687524,11.115402777687525,11.425402777687523,2019-05-20,8.775402777687523,8.955402777687524,9.185402777687523,9.465402777687524,9.705402777687524,9.895402777687524,10.115402777687525,10.425402777687523,3.3452,3.3752,2.9947,3.0077,-0.44971000000000005,-0.41686000000000006,-0.38656999999999997,-0.35443,-0.31329,-0.22,-1.44971,-1.41686,-1.3865699999999999,-1.35443,-1.31329,-1.22,2.39413,2.436,2.48825,2.52338,2.55975,2.64688,1.39413,1.436,1.4882499999999999,1.52338,1.5597500000000002,1.64688
8.971932522597422,9.151932522597424,9.381932522597422,9.661932522597423,9.901932522597424,10.091932522597423,10.311932522597424,10.621932522597422,2019-05-17,7.971932522597422,8.151932522597424,8.381932522597422,8.661932522597423,8.901932522597424,9.091932522597423,9.311932522597424,9.621932522597422,3.3436,3.3736,2.9962,3.0092,-0.449,-0.41413999999999995,-0.38471,-0.354,-0.31456999999999996,-0.22557,-1.449,-1.41414,-1.38471,-1.354,-1.31457,-1.22557,2.396,2.44188,2.48788,2.52188,2.55375,2.63538,1.396,1.4418799999999998,1.48788,1.52188,1.55375,1.63538
8.350804290089654,8.530804290089655,8.760804290089654,9.040804290089655,9.280804290089655,9.470804290089655,9.690804290089655,10.000804290089654,2019-05-16,7.350804290089654,7.530804290089655,7.760804290089654,8.040804290089655,8.280804290089655,8.470804290089655,8.690804290089655,9.000804290089654,3.3422,3.3722,2.991,3.004,-0.44571000000000005,-0.41229,-0.38586,-0.36514,-0.31285999999999997,-0.22386,-1.44571,-1.41229,-1.38586,-1.36514,-1.31286,-1.22386,2.38463,2.44063,2.48913,2.51963,2.5515,2.61425,1.38463,1.44063,1.4891299999999998,1.5196299999999998,1.5514999999999999,1.6142500000000002
